음식,칼로리,지방,포화지방,단일불포화지방,다중불포화지방,탄수화물,당류,단백질,식이섬유,콜레스테롤,나트륨,수분
scallops fried,64,3.2,0.8,2.1,0.1,6.4,0.0,2.6,0.0,18.0,0.2,11.5
shrimp cooked,7,0.092,0.023,0.003,0.0,0.013,0.0,1.3,0.0,11.6,0.012,3.9
clams fried,19,1.0,0.3,0.4,0.3,1.0,0.0,1.3,0.0,5.7,0.068,5.8
alaska king crab cooked,130,2.1,0.2,0.2,0.7,0.0,0.0,25.9,0.0,71.0,1.4,103.9
scallops cooked,11,0.058,0.092,0.096,0.086,0.5,0.0,2.1,0.0,4.1,0.06,7.0
squid fried,140,6.0,1.5,2.2,1.7,6.2,0.0,14.4,0.0,208.0,0.2,51.6
oyster raw,41,1.2,0.3,0.2,0.4,2.5,0.0,4.7,0.0,25.0,0.059,41.0
abalone,89,0.6,0.1,0.02,0.091,5.1,0.0,14.5,0.0,72.3,0.3,63.4
queen crab raw,25,0.3,0.096,0.027,0.1,0.0,0.0,5.2,0.0,15.6,0.2,22.8
whelk cooked,78,0.2,0.003,0.068,0.037,4.4,0.0,13.5,0.0,36.8,0.1,9.1
oyster cooked,41,1.2,0.3,0.2,0.4,2.5,0.0,4.7,0.0,25.0,0.066,16.0
eastern oyster cooked,8,0.2,0.073,0.004,0.018,0.7,0.0,0.7,0.0,3.7,0.038,8.0
blue mussels cooked,344,9.0,1.7,2.0,2.4,14.8,0.0,47.6,0.0,112.0,0.7,122.3
octopus raw,23,0.3,0.002,0.042,0.038,0.6,0.0,4.2,0.0,13.6,0.064,22.7
spiny lobster cooked,233,3.2,0.5,0.6,1.2,5.1,0.0,43.0,0.0,146.7,0.4,108.8
blue mussels raw,129,3.4,0.6,0.8,0.9,5.5,0.0,17.9,0.0,42.0,0.4,120.9
queen crab cooked,98,1.3,0.2,0.3,0.5,0.0,0.0,20.2,0.0,60.4,0.6,63.8
dungeness crab cooked,140,1.6,0.2,0.3,0.5,1.2,0.0,28.3,0.0,96.5,0.5,93.1
dungeness crab raw,140,1.6,0.2,0.3,0.5,1.2,0.0,28.4,0.0,96.2,0.5,129.1
shrimp fried,52,3.2,0.7,2.0,0.3,4.8,0.086,1.3,0.1,9.9,0.2,7.2
shrimp raw,4,0.023,0.061,0.075,0.009,0.041,0.0,0.7,0.0,6.3,0.083,4.2
blue crab cooked,71,0.6,0.2,0.1,0.2,0.0,0.0,15.2,0.0,82.5,0.3,67.7
shrimp imitation,29,0.4,0.019,0.014,0.2,2.6,0.0,3.5,0.0,10.2,0.2,21.2
conch baked,165,1.5,0.5,0.4,0.3,2.2,0.0,33.4,0.0,82.6,0.2,88.1
squid raw,26,0.4,0.1,0.094,0.1,0.9,0.0,4.4,0.0,65.9,0.09,22.2
scallop raw,10,0.091,0.089,0.026,0.005,0.5,0.0,1.8,0.0,3.6,0.057,12.4
lobster raw,116,1.1,0.3,0.3,0.4,0.0,0.0,24.8,0.0,190.5,0.6,121.4
scallop imitation,28,0.1,0.065,0.085,0.098,3.0,0.0,3.6,0.0,6.2,0.2,20.9
blue crab raw,18,0.2,0.067,0.048,0.063,0.018,0.0,3.8,0.0,16.4,0.079,16.6
whelk raw,39,0.1,0.096,0.067,0.005,2.2,0.0,6.7,0.0,18.4,0.073,18.7
spiny lobster raw,234,3.2,0.5,0.6,1.2,5.1,0.0,43.1,0.0,146.3,0.4,154.8
clams canned,227,2.5,0.5,0.3,0.5,9.4,0.0,38.8,0.0,80.0,0.2,104.4
lobster cooked,134,1.3,0.3,0.4,0.5,0.0,0.0,28.5,0.0,219.0,0.7,117.2
eastern oyster fried,29,1.8,0.5,0.7,0.5,1.7,0.0,1.3,0.0,10.4,0.015,9.4
clams raw,195,2.2,0.4,0.3,0.4,8.1,0.0,33.3,0.0,68.1,1.4,179.3
octopus cooked,139,1.8,0.4,0.3,0.4,3.7,0.0,25.3,0.0,81.6,0.4,51.4
eastern oyster raw,8,0.2,0.0,0.087,0.091,0.8,0.0,0.7,0.0,3.5,0.021,12.1
oyster fried,61,3.0,0.8,1.2,0.8,6.7,0.0,2.1,0.0,18.1,0.1,11.1
sturgeon smoked,49,1.2,0.3,0.7,0.1,0.0,0.0,8.8,0.0,22.6,0.2,17.7
chinook salmon smoked,159,5.9,1.3,2.8,1.4,0.0,0.0,24.9,0.0,31.3,1.1,97.9
cisco smoked,50,3.4,0.5,1.6,0.6,0.0,0.0,4.6,0.0,9.1,0.1,19.8
haddock smoked,33,0.3,0.049,0.006,0.055,0.0,0.0,7.1,0.0,21.8,0.2,20.2
whitefish smoked,147,1.3,0.3,0.4,0.4,0.0,0.0,31.8,0.0,44.9,1.4,96.3
red salmon sockeye filets smoked,373,12.3,2.8,4.3,3.7,0.0,0.0,65.5,0.0,167.4,0.065,25.8
nectarine,66,0.5,0.066,0.1,0.2,15.8,11.8,1.6,2.6,0.0,0.0,131.4
kiwifruit gold,51,0.2,0.008,0.099,0.051,12.8,10.0,0.8,1.1,0.0,0.046,66.8
prickly pear raw,8,0.072,0.0,0.0,0.0,1.9,0.2,0.001,1.0,0.0,0.065,17.0
pineapple,45,0.1,0.074,0.001,0.087,11.8,8.9,0.5,1.3,0.0,0.099,77.4
rowan,253,4.6,0.6,0.0,0.0,54.5,32.1,5.2,14.1,0.0,0.083,162.8
muscadine grapes,3,0.056,0.0,0.0,0.0,0.8,0.0,0.014,0.2,0.0,0.024,5.1
heidelbeeren jutro,17,0.2,0.039,2.5,2.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0
prunes stewed,316,0.7,0.085,0.5,0.1,83.2,0.0,3.4,0.0,0.0,0.039,190.4
tangerine,40,0.2,0.07,0.097,0.05,10.1,8.0,0.6,1.4,0.0,0.056,64.7
prunes,237,0.5,0.057,0.3,0.1,62.3,0.0,2.6,0.0,0.0,0.076,2.8
lemon peel,1,0.002,0.057,0.024,0.095,0.3,0.054,0.032,0.2,0.0,0.028,1.6
banana,134,0.5,0.2,0.096,0.1,34.3,18.3,1.6,3.9,0.0,0.055,112.4
raspberries,5,0.034,0.005,0.063,0.098,1.2,0.4,0.1,0.7,0.0,0.054,8.6
apricot,17,0.1,0.03,0.099,0.028,3.9,3.2,0.5,0.7,0.0,0.02,30.2
strawberry guava,4,0.008,0.039,0.004,0.041,1.0,0.0,0.01,0.3,0.0,0.059,4.8
kiwifruit green,42,0.4,0.095,0.084,0.2,10.1,6.2,0.8,2.1,0.0,0.096,57.3
figs,37,0.2,0.068,0.008,0.078,9.6,8.1,0.4,1.5,0.0,0.049,39.6
clementine,35,0.1,0.0,0.0,0.0,8.9,6.8,0.6,1.3,0.0,0.044,64.1
orange,86,0.2,0.008,0.099,0.005,21.6,17.2,1.7,4.4,0.0,0.0,159.6
bartlett pear,112,0.3,0.0,0.0,0.0,26.6,17.2,0.7,5.5,0.0,0.047,148.9
red white currants,63,0.2,0.043,0.091,0.089,15.5,8.3,1.6,4.8,0.0,0.056,94.0
blueberries,84,0.5,0.047,0.043,0.2,21.4,14.7,1.1,3.6,0.0,0.015,124.6
mulberries,6,0.049,0.004,0.016,0.065,1.5,1.2,0.2,0.3,0.0,0.021,13.2
java plum,2,0.029,0.0,0.0,0.0,0.5,0.0,0.034,0.0,0.0,0.063,2.5
prune puree,46,0.02,0.038,0.0,0.0,11.7,7.0,0.4,0.6,0.0,0.036,5.4
applesauce,102,0.2,0.028,0.036,0.09,27.5,22.9,0.4,2.7,0.0,0.031,215.3
blackberries raw,62,0.7,0.076,0.03,0.4,13.8,7.0,2.0,7.6,0.0,0.05,126.9
plum,30,0.2,0.062,0.003,0.022,7.5,6.5,0.5,0.9,0.0,0.0,57.6
american grapes,2,0.087,0.029,0.082,0.074,0.4,0.4,0.035,0.09,0.0,0.056,2.0
peach,59,0.4,0.034,0.1,0.1,14.3,12.6,1.4,2.3,0.0,0.0,133.3
honeydew melon,64,0.2,0.055,0.049,0.1,16.1,14.4,1.0,1.4,0.0,0.062,159.0
yellow plantain fried,399,12.7,3.1,3.9,3.8,68.9,36.8,2.4,5.4,0.0,0.079,82.9
rose hips,206,0.4,0.0,0.0,0.0,48.5,3.3,2.0,30.6,0.0,0.035,74.5
lemons,17,0.2,0.063,0.046,0.031,5.4,1.5,0.6,1.6,0.0,0.045,51.6
lime,20,0.1,0.087,0.002,0.095,7.1,1.1,0.5,1.9,0.0,0.082,59.1
pomegranate,117,1.6,0.2,0.1,0.1,26.4,19.3,2.4,5.6,0.0,0.042,109.9
gooseberries,66,0.9,0.001,0.06,0.5,15.3,0.0,1.3,6.5,0.0,0.074,131.8
asian pear,51,0.3,0.009,0.091,0.091,13.0,8.6,0.6,4.4,0.0,0.0,107.7
abiyuch,157,0.2,0.065,0.0,0.0,40.1,19.5,3.4,12.1,0.0,0.093,182.2
horned melon kiwano,92,2.6,0.0,0.0,0.0,15.8,0.0,3.7,0.0,0.0,0.095,185.9
fruit walnut salad mcdonalds,312,13.3,1.8,2.1,8.5,43.8,32.9,4.8,0.0,5.3,0.017,200.5
grapefruit,53,0.2,0.092,0.048,0.006,13.3,8.6,1.0,2.0,0.0,0.0,110.1
japanese persimmon,118,0.3,0.089,0.077,0.086,31.2,21.1,1.0,6.0,0.0,0.067,134.9
wild raspberries,81,0.4,0.0,0.0,0.0,18.0,7.2,1.5,9.8,0.0,0.09,109.8
pink lady apple,18,0.1,0.0,0.0,0.0,3.9,0.0,0.1,0.0,0.0,0.0,0.0
maraschino cherries,8,0.083,0.06,0.015,0.033,2.1,1.9,0.06,0.2,0.0,0.072,2.9
black currants,71,0.5,0.019,0.081,0.2,17.2,0.0,1.6,0.0,0.0,0.075,91.8
plantain cooked,179,0.3,0.1,0.02,0.052,48.0,21.6,1.2,3.5,0.0,0.079,103.6
crab apple,84,0.3,0.064,0.022,0.018,21.9,0.0,0.4,0.0,0.0,0.03,86.8
pom potes materne,19,0.2,0.2,4.8,3.8,0.2,0.068,0.0,0.0,0.0,0.0,0.0
apple,95,0.3,0.043,0.002,0.094,25.1,18.9,0.5,4.4,0.0,0.062,155.7
cantaloupe melon,60,0.3,0.071,0.079,0.1,14.4,13.9,1.5,1.6,0.0,0.087,159.6
prickly pear cooked,7,0.043,0.0,0.0,0.0,1.6,0.0,0.091,0.0,0.0,0.0,5.7
guava,37,0.5,0.1,0.054,0.2,7.9,4.9,1.4,3.0,0.0,0.056,44.4
strawberries,4,0.069,0.057,0.06,0.036,0.9,0.6,0.01,0.2,0.0,0.068,10.9
japanese persimmon dried,93,0.2,0.0,0.0,0.0,25.0,0.0,0.5,4.9,0.0,0.002,7.8
watermelon,86,0.4,0.026,0.1,0.1,21.6,17.7,1.7,1.1,0.0,0.043,261.5
elderberries,106,0.7,0.005,0.1,0.4,26.7,0.0,1.0,10.2,0.0,0.042,115.7
kumquat,13,0.2,0.063,0.037,0.042,3.0,1.8,0.4,1.2,0.0,0.018,15.4
orange peel,6,0.017,0.046,0.073,0.07,1.5,0.0,0.093,0.6,0.0,0.023,4.4
pokeberry shoots cooked,33,0.7,0.0,0.0,0.0,5.1,2.6,3.8,2.5,0.0,0.4,153.3
breadfruit,227,0.5,0.1,0.05,0.1,59.7,24.2,2.4,10.8,0.0,0.057,155.4
pear,101,0.2,0.019,0.1,0.2,27.1,17.4,0.6,5.5,0.0,0.07,149.4
sour cherries,52,0.3,0.069,0.023,0.09,12.5,8.7,1.0,1.6,0.0,0.071,88.7
plantain raw,218,0.6,0.3,0.002,0.1,57.1,31.3,2.3,3.0,0.0,0.082,116.7
blackberries frozen,97,0.6,0.017,0.006,0.4,23.7,16.1,1.8,7.6,0.0,0.007,124.1
cherries,5,0.056,0.053,0.093,0.047,1.3,1.0,0.068,0.2,0.0,0.0,6.6
plantain fried,16,0.6,0.2,0.2,0.1,2.6,0.2,0.023,0.2,0.0,0.065,1.9
carambola starfruit,26,0.3,0.077,0.01,0.2,5.7,3.4,0.9,2.4,0.0,0.047,77.7
chayote cooked,35,0.8,0.1,0.0,0.0,7.2,0.0,1.0,4.5,0.0,0.4,149.5
apple dippers mcdonalds,33,0.0,0.0,0.0,0.0,8.2,6.3,0.0,0.0,0.0,0.0,59.5
white grapefruit,78,0.2,0.072,0.036,0.032,19.8,17.3,1.6,2.6,0.0,0.0,213.5
cherimoya,176,1.6,0.5,0.1,0.4,41.6,30.2,3.7,7.1,0.0,0.061,186.6
melon balls,57,0.4,0.1,0.032,0.2,13.7,0.0,1.5,1.2,0.0,0.022,156.1
golden delicious apple,62,0.2,0.0,0.0,0.0,14.8,10.9,0.3,2.6,0.0,0.034,93.5
pokeberry shoots raw,37,0.6,0.0,0.0,0.0,5.9,0.0,4.2,2.7,0.0,0.05,146.6
cranberries,21,0.014,0.089,0.011,0.096,5.4,1.9,0.2,1.6,0.0,0.03,39.2
quince,52,0.012,0.049,0.033,0.089,14.1,0.0,0.4,1.7,0.0,0.081,77.1
chayote raw,25,0.2,0.027,0.053,0.021,6.0,2.2,1.1,2.2,0.0,0.094,124.4
orange with peel,100,0.5,0.036,0.003,0.048,24.6,0.0,2.1,7.2,0.0,0.028,130.9
chokecherries,249,2.6,0.0,0.0,0.0,51.8,14.4,4.7,30.8,0.0,0.078,93.5
mango,202,1.3,0.3,0.5,0.2,50.3,45.9,2.8,5.4,0.0,0.027,280.4
wild plum,147,0.3,0.0,0.0,0.0,35.3,17.1,0.7,9.7,0.0,0.047,123.5
jeijoa,148,1.0,0.3,0.1,0.3,37.0,19.9,1.7,15.6,0.0,0.041,202.4
groundcherries,74,1.0,0.0,0.0,0.0,15.7,0.0,2.7,0.0,0.0,0.0,119.6
pesca,30,0.1,6.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
persimmon,32,0.1,0.0,0.0,0.0,8.4,0.0,0.2,0.0,0.0,0.024,16.1
grapes,3,0.044,0.041,0.012,0.008,0.9,0.8,0.045,0.087,0.0,0.009,3.9
rambutan canned,175,0.4,0.0,0.0,0.0,44.7,0.0,1.4,1.9,0.0,0.051,167.0
figs canned,14,0.039,0.066,0.066,0.045,3.8,3.2,0.1,0.6,0.0,0.049,23.0
prunes canned,246,0.5,0.072,0.3,0.1,65.1,0.0,2.0,8.9,0.0,0.044,165.4
pineapples canned,28,0.05,0.079,0.039,0.078,7.4,6.8,0.2,0.4,0.0,0.06,39.2
prune plums canned,27,0.075,0.006,0.035,0.096,7.0,6.5,0.2,0.4,0.0,0.055,38.6
tangerines canned,92,0.1,0.087,0.086,0.04,23.8,22.1,1.5,1.7,0.0,0.022,222.9
fruit cocktail canned,109,0.053,0.03,0.04,0.042,28.1,25.7,1.1,2.4,0.0,0.059,207.2
sour cherries canned,189,0.3,0.007,0.033,0.087,48.6,0.0,1.9,2.0,0.0,0.073,200.6
mangosteen canned,143,1.1,0.0,0.0,0.0,35.1,0.0,0.8,3.5,0.0,0.024,158.6
apricot juice,117,0.07,0.008,0.048,0.065,30.1,26.2,1.5,3.9,0.0,0.024,211.4
strawberries canned,234,0.7,0.064,0.03,0.3,59.8,55.4,1.4,4.3,0.0,0.024,191.4
peach canned,110,0.094,0.03,0.026,0.067,28.9,25.7,1.6,3.3,0.0,0.006,218.7
fruit salad canned,125,0.008,0.08,0.005,0.006,32.5,0.0,1.3,2.5,0.0,0.069,214.5
gooseberries canned,184,0.5,0.004,0.097,0.3,47.3,0.0,1.6,6.0,0.0,0.097,201.9
grapefruit canned,88,0.2,0.09,0.011,0.066,22.3,21.4,1.4,1.0,0.0,0.091,219.2
pear canned,38,0.001,0.099,0.049,0.034,9.8,7.4,0.3,1.2,0.0,0.088,65.7
raspberries canned,233,0.3,0.081,0.012,0.2,59.8,51.4,2.1,8.4,0.0,0.013,192.8
papaya canned,80,0.2,0.1,0.006,0.026,21.8,20.4,0.001,0.6,0.0,0.075,16.9
grapes canned,98,0.3,0.034,0.072,0.006,25.2,23.8,1.2,1.5,0.0,0.022,217.7
apple dried,145,0.2,0.088,0.022,0.041,39.1,34.0,0.6,5.1,0.0,0.024,214.5
peach dried,199,0.6,0.055,0.2,0.3,50.8,43.8,3.0,7.0,0.0,0.059,201.5
plantain chips,150,8.4,2.4,1.6,3.3,18.1,0.3,0.6,1.0,0.0,0.039,0.6
golden raisins,498,0.8,0.2,0.016,0.2,131.2,97.7,5.6,6.6,0.0,0.001,24.7
raisins seeded,488,0.9,0.3,0.036,0.3,129.5,0.0,4.2,11.2,0.0,0.098,27.3
zante currants dried,408,0.4,0.009,0.003,0.3,106.7,96.9,5.9,9.8,0.0,0.067,27.7
pear dried,94,0.2,0.003,0.01,0.065,25.1,22.4,0.7,2.7,0.0,0.074,9.6
raisins,90,0.056,0.005,0.063,0.004,23.8,19.6,1.0,1.4,0.0,0.025,4.6
prune plums dried,308,0.5,0.01,0.4,0.1,81.5,0.0,2.7,9.4,0.0,0.011,161.4
cranberries dried,370,1.6,0.1,0.2,0.8,98.8,78.0,0.053,6.8,0.0,0.037,19.2
figs dried,21,0.008,0.014,0.003,0.037,5.4,4.0,0.3,0.8,0.0,0.091,2.5
longans dried,5,0.091,0.0,0.0,0.0,1.3,0.0,0.027,0.0,0.0,0.018,0.3
banana chips,147,9.5,8.2,0.6,0.2,16.5,10.0,0.7,2.2,0.0,0.099,1.2
lychee dried,7,0.003,0.076,0.004,0.061,1.8,1.7,0.01,0.1,0.0,0.049,0.6
apricot dried,17,0.015,0.02,0.083,0.031,4.4,3.7,0.2,0.5,0.0,0.066,2.2
longan,2,0.076,0.0,0.0,0.0,0.5,0.0,0.009,0.071,0.0,0.0,2.6
mamey sapote,217,0.8,0.3,0.2,0.2,56.2,35.2,2.5,9.5,0.0,0.008,113.5
waxgourd cooked,19,0.4,0.026,0.076,0.2,4.3,2.1,0.7,1.8,0.0,0.6,168.1
jackfruit,33,0.2,0.071,0.004,0.002,8.1,6.7,0.6,0.5,0.0,0.094,25.7
loquats,9,0.071,0.085,0.035,0.023,2.4,0.0,0.09,0.3,0.0,0.053,17.3
mammy apple mamey,431,4.2,1.2,1.7,0.7,105.8,0.0,4.2,25.4,0.0,0.1,729.3
nance,82,1.3,0.0,0.0,0.0,19.0,9.3,0.7,8.4,0.0,0.039,90.3
coconut whole coconut,3336,71.5,672.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prickly pear,42,0.5,0.014,0.038,0.2,9.9,0.0,0.8,3.7,0.0,0.044,90.2
lychee,6,0.016,0.06,0.03,0.067,1.6,1.5,0.024,0.1,0.0,0.029,7.8
naranjilla lulo pulp,30,0.3,0.0,0.0,0.0,7.1,4.5,0.5,1.3,0.0,0.044,111.7
coconut meat dried,187,18.3,16.2,0.8,0.2,6.7,2.1,1.9,4.6,0.0,0.058,0.8
waxgourd raw,17,0.3,0.036,0.024,0.1,4.0,0.0,0.5,3.8,0.0,0.1,126.9
surinam cherry pitanga,2,0.059,0.0,0.0,0.0,0.5,0.0,0.045,0.0,0.0,0.1,6.4
passion fruit,17,0.1,0.098,0.051,0.053,4.2,2.0,0.4,1.9,0.0,0.072,13.1
sapodilla,141,1.9,0.3,0.9,0.05,33.9,0.0,0.7,9.0,0.0,0.08,132.6
pummelo,48,0.06,0.0,0.0,0.0,12.0,0.0,1.0,1.3,0.0,0.094,111.4
coconut meat,1405,133.0,117.9,5.7,1.5,60.5,24.7,13.2,35.7,0.0,0.022,186.6
soursop,149,0.7,0.1,0.2,0.2,37.9,30.5,2.3,7.4,0.0,0.024,182.6
papaya,62,0.4,0.1,0.1,0.051,15.7,11.3,0.7,2.5,0.0,0.004,127.7
acerola cherry,2,0.052,0.074,0.086,0.036,0.4,0.0,0.079,0.077,0.0,0.088,4.4
ohelo berries,39,0.3,0.0,0.0,0.0,9.6,0.0,0.5,0.0,0.0,0.068,129.2
loganberries,81,0.5,0.053,0.023,0.3,19.1,11.3,2.2,7.8,0.0,0.06,124.4
casaba melon,48,0.2,0.012,0.046,0.012,11.2,9.7,1.9,1.5,0.0,0.057,156.1
durian,51,1.9,0.0,0.0,0.0,9.5,0.0,0.5,1.3,0.0,0.079,22.7
coriander leaves raw,4,0.086,0.044,0.01,0.064,0.6,0.1,0.3,0.4,0.0,0.005,14.8
garden cress raw,3,0.062,0.052,0.049,0.062,0.5,0.4,0.2,0.063,0.0,0.079,8.0
pasilla peppers dried,24,1.1,0.0,0.0,0.0,3.6,0.0,0.9,1.9,0.0,0.063,1.0
parsley dried,1,0.096,0.064,0.086,0.093,0.3,0.073,0.1,0.1,0.0,0.058,0.09
ancho pepper dried,48,1.4,0.1,0.08,0.8,8.7,0.0,2.0,3.7,0.0,0.068,3.8
coriander seeds,5,0.3,0.049,0.2,0.074,1.0,0.0,0.2,0.8,0.0,0.095,0.2
dill weed dried,253,4.4,0.2,0.0,0.0,55.8,0.0,20.0,13.6,0.0,0.2,7.3
borage,19,0.6,0.2,0.2,0.017,2.7,0.0,1.6,0.0,0.0,0.023,82.8
epazote,0,0.06,0.0,0.0,0.0,0.094,0.0,0.059,0.051,0.0,0.021,0.7
chives dried,1,0.055,0.051,0.093,0.023,0.1,0.0,0.013,0.041,0.0,0.04,0.091
thyme fresh,1,0.068,0.07,0.056,0.085,0.2,0.0,0.091,0.1,0.0,0.017,0.5
butterbur,4,0.2,0.0,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.053,121.4
wasabi root,142,0.8,0.0,0.0,0.0,30.6,0.0,6.2,10.1,0.0,0.02,89.8
rosemary dried,4,0.2,0.083,0.029,0.085,0.8,0.0,0.081,0.5,0.0,0.048,0.1
ginger root,2,0.028,0.048,0.067,0.046,0.4,0.019,0.068,0.058,0.0,0.0,1.6
white pepper,7,0.0,0.002,0.049,0.032,1.6,0.0,0.2,0.6,0.0,0.075,0.3
cloves ground,6,0.3,0.017,0.037,0.2,1.4,0.028,0.1,0.7,0.0,0.0,0.2
paprika,19,0.9,0.1,0.1,0.5,3.7,0.7,1.0,2.4,0.0,0.061,0.8
mace ground,25,1.7,0.5,0.6,0.2,2.7,0.0,0.4,1.1,0.0,0.097,0.4
bay leaf,2,0.042,0.08,0.095,0.076,0.4,0.0,0.086,0.2,0.0,0.084,0.07
eppaw,150,1.8,0.0,0.0,0.0,31.7,0.0,4.6,0.0,0.0,0.015,60.0
tarragon dried,2,0.047,0.01,0.081,0.068,0.3,0.0,0.1,0.038,0.0,0.012,0.068
ginger ground,6,0.043,0.088,0.021,0.095,1.3,0.067,0.2,0.3,0.0,0.038,0.2
savory ground,4,0.029,0.085,0.0,0.0,1.0,0.0,0.074,0.6,0.0,0.055,0.1
black pepper,6,0.006,0.034,0.04,0.065,1.5,0.08,0.2,0.6,0.0,0.036,0.3
spearmint fresh,3,0.089,0.049,0.068,0.022,0.5,0.0,0.2,0.4,0.0,0.092,4.9
poultry seasoning,14,0.3,0.1,0.094,0.079,2.9,0.1,0.4,0.5,0.0,0.063,0.4
nutmeg ground,12,0.8,0.6,0.056,0.088,1.1,0.6,0.1,0.5,0.0,0.095,0.1
curry powder,20,0.9,0.1,0.3,0.2,3.7,0.2,0.8,2.1,0.0,0.004,0.6
peppermint,1,0.004,0.016,0.034,0.051,0.2,0.0,0.038,0.1,0.0,0.007,1.3
salt,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.022
coriander leaves dried,2,0.098,0.099,0.09,0.081,0.3,0.045,0.1,0.095,0.0,0.018,0.009
sage ground,2,0.046,0.07,0.069,0.013,0.4,0.052,0.058,0.3,0.0,0.083,0.051
garlic powder,10,0.029,0.003,0.045,0.016,2.3,0.068,0.5,0.3,0.0,0.082,0.2
dill weed fresh,4,0.063,0.064,0.022,0.052,0.6,0.0,0.3,0.2,0.0,0.017,7.6
cardamom,6,0.1,0.065,0.038,0.071,1.4,0.0,0.2,0.6,0.0,0.013,0.2
saffron,2,0.092,0.047,0.1,0.05,0.5,0.0,0.071,0.002,0.0,0.063,0.086
allspice ground,5,0.2,0.034,0.084,0.063,1.4,0.0,0.1,0.4,0.0,0.001,0.2
parsley fresh,1,0.078,0.016,0.037,0.01,0.2,0.001,0.1,0.1,0.0,0.056,3.3
oregano dried,265,4.3,1.6,0.7,1.4,68.9,4.1,9.0,42.5,0.0,0.009,9.9
marjoram dried,5,0.1,0.056,0.076,0.093,1.0,0.077,0.2,0.7,0.0,0.004,0.1
chives raw,1,0.088,0.083,0.09,0.002,0.1,0.02,0.03,0.044,0.0,0.099,2.7
fireweed leaves,24,0.6,0.0,0.0,0.0,4.4,0.0,1.1,2.4,0.0,0.035,16.3
rosemary fresh,1,0.1,0.016,0.0,0.072,0.1,0.0,0.005,0.012,0.0,0.039,0.5
garlic,4,0.026,0.033,0.078,0.089,0.9,0.043,0.2,0.064,0.0,0.018,1.6
cinnamon ground,6,0.044,0.074,0.08,0.044,2.1,0.066,0.1,1.4,0.0,0.022,0.3
chervil dried,5,0.002,0.066,0.033,0.031,0.9,0.0,0.4,0.2,0.0,0.076,0.1
cayenne pepper,1,0.094,0.043,0.082,0.023,0.2,0.089,0.039,0.052,0.0,0.059,0.011
turmeric ground,8,0.2,0.093,0.014,0.019,1.4,0.062,0.2,0.5,0.0,0.064,0.2
mustard,3,0.2,0.021,0.1,0.086,0.3,0.048,0.2,0.2,0.0,0.015,4.2
chili powder,8,0.4,0.061,0.029,0.2,1.3,0.2,0.4,0.9,0.0,0.014,0.3
thyme dried,276,7.4,2.7,0.5,1.2,63.9,1.7,9.1,37.0,0.0,0.016,7.8
spearmint dried,1,0.018,0.09,0.018,0.057,0.3,0.0,0.094,0.1,0.0,0.012,0.029
basil dried,2,0.027,0.02,0.038,0.076,0.3,0.054,0.2,0.3,0.0,0.089,0.076
dandelion greens cooked,35,0.6,0.0,0.0,0.0,6.7,1.7,2.1,3.0,0.0,0.3,94.3
basil fresh,2,0.089,0.069,0.019,0.03,0.2,0.064,0.2,0.1,0.0,0.058,6.4
dock,29,0.9,0.0,0.0,0.0,4.3,0.0,2.7,3.9,0.0,0.025,123.7
garden cress cooked,31,0.8,0.001,0.3,0.3,5.1,4.2,2.6,0.9,0.0,0.3,124.9
onion powder,8,0.024,0.068,0.036,0.077,1.9,0.2,0.2,0.4,0.0,0.048,0.1
dandelion greens raw,25,0.4,0.012,0.041,0.2,5.1,0.4,1.5,1.9,0.0,0.043,47.1
yokan,36,0.022,0.064,0.072,0.003,8.5,0.0,0.5,0.0,0.0,0.05,5.0
fava beans cooked,187,0.7,0.1,0.1,0.3,33.4,3.1,12.9,9.2,0.0,0.081,121.6
french beans raw,631,3.7,0.4,0.3,2.2,118.0,0.0,34.6,46.4,0.0,0.069,19.8
chickpeas canned,352,7.0,0.5,1.2,2.4,57.0,0.0,17.8,0.0,0.0,0.6,168.8
yellow beans cooked,255,1.9,0.5,0.2,0.8,44.7,0.0,16.2,18.4,0.0,0.086,111.5
mung beans cooked,212,0.8,0.2,0.1,0.3,38.7,4.0,14.2,15.4,0.0,0.083,146.8
white beans canned,299,0.8,0.2,0.073,0.3,55.5,0.8,19.0,12.6,0.0,0.079,183.7
pink beans cooked,252,0.8,0.2,0.045,0.4,47.2,0.6,15.3,9.0,0.0,0.075,103.4
pink beans raw,720,2.4,0.6,0.2,1.0,134.8,4.5,44.0,26.7,0.0,0.057,21.1
navy beans raw,701,3.1,0.4,0.5,2.9,126.4,8.1,46.4,50.8,0.0,0.059,25.2
snap beans cooked,44,0.4,0.005,0.02,0.2,9.9,1.9,2.4,4.0,0.0,0.086,111.5
black eyed cowpeas raw,131,0.5,0.1,0.003,0.2,27.3,4.4,4.3,7.3,0.0,0.048,111.9
edamame cooked,189,8.1,1.0,2.0,3.3,13.8,3.4,18.5,8.1,0.0,0.034,112.8
black eyed cowpeas cooked,160,0.6,0.2,0.1,0.3,33.5,5.3,5.2,8.3,0.0,0.036,124.5
